datetime,humidity,cloudcover,visibility,solarradiation
2024-11-26 22:00:00,95.84,97,6.3,0
2024-11-26 23:00:00,100.0,94,6.4,0
2024-11-27 00:00:00,100.0,89,4.7,0
2024-11-27 01:00:00,96.51,88,4.0,0
2024-11-27 02:00:00,96.51,77,4.0,0
2024-11-27 03:00:00,95.81,65,6.3,0
2024-11-27 04:00:00,100.0,78,0.8,0
2024-11-27 05:00:00,95.77,75,0.8,0
2024-11-27 06:00:00,95.75,71,0.5,0
2024-11-27 07:00:00,95.75,76,0.5,1
2024-11-27 08:00:00,88.47,70,0.5,48
2024-11-27 09:00:00,84.76,65,6.4,111
2024-11-27 10:00:00,78.41,59,2.6,145
2024-11-27 11:00:00,72.58,55,16.2,128
2024-11-27 12:00:00,67.36,49,16.2,98
2024-11-27 13:00:00,65.08,65,16.2,69
2024-11-27 14:00:00,78.41,61,16.2,101
2024-11-27 15:00:00,64.83,27,16.2,110
2024-11-27 16:00:00,69.99,19,16.2,25
2024-11-27 17:00:00,81.74,16,16.2,19
2024-11-27 18:00:00,88.37,12,16.2,15
2024-11-27 19:00:00,88.37,6,16.2,13
2024-11-27 20:00:00,92.27,8,16.2,0
2024-11-27 21:00:00,92.23,9,16.2,0
2024-11-27 22:00:00,92.23,11,16.2,0
2024-11-27 23:00:00,95.67,39,16.3,0
